Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-4.2625;-3.538],(-0.1235;0.426],[-Inf;0.4725],(1.5145; Inf],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Mark,Male,(-3.0185;-2.403],(1.4125;2.1435],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Mark,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],had
Mark,Male,(-3.0185;-2.403],(0.426;0.711],(0.4725;1.086],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hOd
Mark,Male,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hUd
Mark,Male,(-4.6685;-4.2625],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hud
Mark,Male,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hed
Jo,Female,(-3.538;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hid
Jo,Female,(-3.538;-3.0185],(-0.1235;0.426],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Jo,Female,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Jo,Female,(-1.6645; Inf],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Jo,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Jo,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Jo,Female,(-3.538;-3.0185],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hOd
Jo,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Jo,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Jo,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Jo,Female,(-3.538;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hid
Jo,Female,(-3.538;-3.0185],(0.426;0.711],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Jo,Female,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Jo,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Jo,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Jo,Female,(-3.538;-3.0185],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hOd
Jo,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Jo,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Jo,Female,(-4.2625;-3.538],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Jo,Female,(-3.538;-3.0185],[-Inf;-0.1235],(0.4725;1.086],(1.5145; Inf],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hid
Jo,Female,(-3.538;-3.0185],(-0.1235;0.426],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hId
Jo,Female,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Jo,Female,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Jo,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Jo,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Jo,Female,(-3.538;-3.0185],(2.1435;3.1765],(0.4725;1.086],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hOd
Jo,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Jo,Female,(-4.6685;-4.2625],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],[-Inf;-0.9615],hud
Jo,Female,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Jo,Female,(-3.538;-3.0185],[-Inf;-0.1235],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],(1.451; Inf],[-Inf;-0.6605],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hid
Jo,Female,(-3.538;-3.0185],(-0.1235;0.426],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Jo,Female,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Jo,Female,(-1.6645; Inf],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Jo,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hYd
Jo,Female,(-4.2625;-3.538],(2.1435;3.1765],(0.4725;1.086],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Jo,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hUd
Jo,Female,(-4.6685;-4.2625],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],[-Inf;-0.9615],hud
Jo,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Jo,Female,(-4.2625;-3.538],[-Inf;-0.1235],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],(1.451; Inf],[-Inf;-0.6605],[-Inf;-0.69],(-0.4855;0.122],(-0.9615; Inf],hid
Jo,Female,(-3.538;-3.0185],(-0.1235;0.426],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Jo,Female,(-3.538;-3.0185],(0.711;1.4125],(0.4725;1.086],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Jo,Female,(-1.6645; Inf],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Jo,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hYd
Jo,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Jo,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Jo,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Jo,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hUd
Jo,Female,(-4.6685;-4.2625],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],[-Inf;-0.9615],hud
Jo,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Jo,Female,(-4.2625;-3.538],(0.426;0.711],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Jo,Female,(-3.538;-3.0185],(0.711;1.4125],(0.4725;1.086],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Jo,Female,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Jo,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hYd
Jo,Female,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Jo,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Jo,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Jo,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],[-Inf;-0.9615],hUd
Jo,Female,(-4.6685;-4.2625],(2.1435;3.1765],(0.4725;1.086],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hud
Jo,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Kate,Female,(-3.538;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],[-Inf;-0.69],[-Inf;-0.4855],(-0.9615; Inf],hid
Kate,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hEd
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.69],(-0.4855;0.122],(-0.9615; Inf],hAd
Kate,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],had
Kate,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hUd
Kate,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],[-Inf;-0.9615],hud
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hed
Kate,Female,(-3.538;-3.0185],(-0.1235;0.426],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],[-Inf;-0.69],[-Inf;-0.4855],(-0.9615; Inf],hid
Kate,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hEd
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hAd
Kate,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],had
Kate,Female,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hOd
Kate,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.829;1.5145],[-Inf;-1.0915],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Kate,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],[-Inf;-0.9615],hUd
Kate,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],(-0.4855;0.122],[-Inf;-0.9615],hud
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hed
Kate,Female,(-3.538;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],[-Inf;-0.69],[-Inf;-0.4855],(-0.9615; Inf],hid
Kate,Female,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hEd
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hAd
Kate,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],had
Kate,Female,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hOd
Kate,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.829;1.5145],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Kate,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hUd
Kate,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(0.122; Inf],[-Inf;-0.9615],hud
Kate,Female,(-3.538;-3.0185],(1.4125;2.1435],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hed
Kate,Female,(-4.2625;-3.538],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],[-Inf;-0.69],[-Inf;-0.4855],(-0.9615; Inf],hid
Kate,Female,(-3.538;-3.0185],(0.426;0.711],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Kate,Female,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hEd
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.69],(-0.4855;0.122],(-0.9615; Inf],hAd
Kate,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],had
Kate,Female,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hOd
Kate,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.829;1.5145],[-Inf;-1.0915],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Kate,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],[-Inf;-0.9615],hUd
Kate,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(0.122; Inf],[-Inf;-0.9615],hud
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hed
Kate,Female,(-4.2625;-3.538],(-0.1235;0.426],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],[-Inf;-0.69],[-Inf;-0.4855],(-0.9615; Inf],hid
Kate,Female,(-3.538;-3.0185],(0.426;0.711],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hId
Kate,Female,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hEd
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.69],(-0.4855;0.122],(-0.9615; Inf],hAd
Kate,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Kate,Female,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hOd
Kate,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.829;1.5145],[-Inf;-1.0915],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Kate,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hUd
Kate,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],[-Inf;-0.9615],hud
