Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-3.355;-3.0185],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Mark,Male,(-3.355;-3.0185],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
Jo,Female,(-3.355;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hid
Jo,Female,(-3.355;-3.0185],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Jo,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Jo,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Jo,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Jo,Female,(-3.7375;-3.355],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Jo,Female,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Jo,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Jo,Female,(-4.2625;-3.7375],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Jo,Female,(-3.355;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hid
Jo,Female,(-3.355;-3.0185],(-0.1235;0.519],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Jo,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Jo,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Jo,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Jo,Female,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Jo,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Jo,Female,(-4.2625;-3.7375],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Jo,Female,(-3.7375;-3.355],[-Inf;-0.1235],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hid
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Jo,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Jo,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hYd
Jo,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Jo,Female,(-3.7375;-3.355],(2.1435;3.0665],(0.4725;1.086],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Jo,Female,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Jo,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Jo,Female,(-4.6685;-4.2625],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hud
Jo,Female,(-3.355;-3.0185],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Jo,Female,(-3.7375;-3.355],[-Inf;-0.1235],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hid
Jo,Female,(-3.355;-3.0185],(-0.1235;0.519],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Jo,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Jo,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Jo,Female,(-3.7375;-3.355],(3.0665;3.687],(0.4725;1.086],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Jo,Female,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Jo,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Jo,Female,(-4.6685;-4.2625],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hud
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Jo,Female,(-3.7375;-3.355],[-Inf;-0.1235],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-1.013;-0.6575],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Jo,Female,(-3.355;-3.0185],(-0.1235;0.519],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Jo,Female,(-3.355;-3.0185],(0.519;1.1855],(0.4725;1.086],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Jo,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Jo,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Jo,Female,(-3.7375;-3.355],(3.0665;3.687],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Jo,Female,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Jo,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Jo,Female,(-4.6685;-4.2625],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hud
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Jo,Female,(-3.7375;-3.355],[-Inf;-0.1235],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-1.013;-0.6575],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Jo,Female,(-3.7375;-3.355],(0.519;1.1855],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Jo,Female,(-3.355;-3.0185],(0.519;1.1855],(0.4725;1.086],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Jo,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Jo,Female,(-3.355;-3.0185],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Jo,Female,(-3.7375;-3.355],(3.0665;3.687],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Jo,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Jo,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Jo,Female,(-4.6685;-4.2625],(2.1435;3.0665],(0.4725;1.086],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hud
Jo,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Kate,Female,(-3.355;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(0.4795; Inf],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Kate,Female,(-4.2625;-3.7375],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],(1.2425;1.451],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hAd
Kate,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Kate,Female,(-3.7375;-3.355],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hOd
Kate,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Kate,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hUd
Kate,Female,[-Inf;-4.6685],(3.0665;3.687],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],[-Inf;-0.976],hud
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hed
Kate,Female,(-3.7375;-3.355],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Kate,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Kate,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Kate,Female,(-3.355;-3.0185],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hOd
Kate,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Kate,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf;-0.976],hUd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hed
Kate,Female,(-3.7375;-3.355],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Kate,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Kate,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Kate,Female,(-3.355;-3.0185],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hOd
Kate,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Kate,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hUd
Kate,Female,[-Inf;-4.6685],(3.0665;3.687],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],(0.122; Inf],[-Inf;-0.976],hud
Kate,Female,(-3.355;-3.0185],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Kate,Female,(-3.7375;-3.355],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(0.4795; Inf],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Kate,Female,(-3.7375;-3.355],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Kate,Female,(-3.355;-3.0185],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hAd
Kate,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Kate,Female,(-3.355;-3.0185],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Kate,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Kate,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf;-0.976],hUd
Kate,Female,[-Inf;-4.6685],(3.0665;3.687],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],(0.122; Inf],[-Inf;-0.976],hud
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hed
Kate,Female,(-4.2625;-3.7375],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(0.4795; Inf],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Kate,Female,(-3.7375;-3.355],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Kate,Female,(-3.355;-3.0185],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hAd
Kate,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Kate,Female,(-3.355;-3.0185],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hOd
Kate,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Kate,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
Kate,Female,[-Inf;-4.6685],(3.687; Inf],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],[-Inf;-0.976],hud
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hed
Kate,Female,(-4.2625;-3.7375],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(0.4795; Inf],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Kate,Female,(-3.7375;-3.355],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Kate,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
