normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
(98; Inf],alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,(88.5;92.15],(168.75;169.05],[-Inf;64.3],[-Inf;50.35],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
[-Inf;75.5],toyota,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(101.8; Inf],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],-1
[-Inf;75.5],toyota,gas,std,four,hatchback,fwd,ohc,four,mpfi,front,(101.8; Inf],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],-1
(98; Inf],toyota,gas,std,two,hatchback,rwd,dohc,six,mpfi,front,(101.8; Inf],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],toyota,gas,std,two,hatchback,rwd,dohc,six,mpfi,front,(101.8; Inf],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(75.5;93.5],toyota,gas,std,four,sedan,rwd,dohc,six,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
(98; Inf],toyota,gas,std,four,wagon,rwd,dohc,six,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
(98; Inf],volkswagen,diesel,std,two,sedan,fwd,ohc,four,idi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(85;105.5],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],2
(98; Inf],volkswagen,gas,std,two,sedan,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],2
(93.5;94.5],volkswagen,diesel,std,four,sedan,fwd,ohc,four,idi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(85;105.5],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],2
(93.5;94.5],volkswagen,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],2
(93.5;94.5],volkswagen,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],2
(93.5;94.5],volkswagen,diesel,turbo,four,sedan,fwd,ohc,four,idi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(85;105.5],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],2
(93.5;94.5],volkswagen,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],2
(98; Inf],volkswagen,gas,std,two,convertible,fwd,ohc,four,mpfi,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],3
(98; Inf],volkswagen,gas,std,two,hatchback,fwd,ohc,four,mpfi,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(50.35;51.8],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],3
(98; Inf],volkswagen,gas,std,four,sedan,fwd,ohc,five,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],volkswagen,gas,std,four,wagon,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],0
(98; Inf],volvo,gas,std,four,sedan,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.15;56.25],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-2
[-Inf;75.5],volvo,gas,std,four,wagon,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
(98; Inf],volvo,gas,std,four,sedan,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.15;56.25],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-2
[-Inf;75.5],volvo,gas,std,four,wagon,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
(98; Inf],volvo,gas,turbo,four,sedan,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.15;56.25],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-2
[-Inf;75.5],volvo,gas,turbo,four,wagon,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
(94.5;98],volvo,gas,std,four,sedan,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
(94.5;98],volvo,gas,turbo,four,sedan,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
(94.5;98],volvo,gas,std,four,sedan,rwd,ohcv,six,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
(94.5;98],volvo,diesel,turbo,four,sedan,rwd,ohc,six,idi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],[-Inf;28.5],(8497; Inf],-1
(94.5;98],volvo,gas,turbo,four,sedan,rwd,ohc,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],-1
