Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-3.7685;-3.143],(-0.1235;0.4245],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Mark,Male,(-2.1755;-1.4625],(-0.1235;0.4245],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hId
Mark,Male,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Mark,Male,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Mark,Male,(-3.143;-2.1755],(1.2205;2.215],(0.4385;1.086],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Mark,Male,(-3.143;-2.1755],(0.4245;0.7165],(0.4385;1.086],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hOd
Mark,Male,(-3.7685;-3.143],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Mark,Male,(-3.7685;-3.143],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Mark,Male,[-Inf;-4.5165],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hud
Mark,Male,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hed
Jo,Female,(-3.143;-2.1755],[-Inf;-0.1235],[-Inf;0.4385],(1.4965; Inf],(0.4995; Inf],(1.451; Inf],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hid
Jo,Female,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Jo,Female,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Jo,Female,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Jo,Female,(-3.7685;-3.143],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Jo,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Jo,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Jo,Female,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],(1.451; Inf],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hid
Jo,Female,(-3.7685;-3.143],(0.4245;0.7165],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Jo,Female,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Jo,Female,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Jo,Female,(-3.7685;-3.143],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Jo,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Jo,Female,(-3.7685;-3.143],[-Inf;-0.1235],(0.4385;1.086],(1.4965; Inf],(0.4995; Inf],(1.451; Inf],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hid
Jo,Female,(-3.143;-2.1755],(-0.1235;0.4245],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Jo,Female,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Jo,Female,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Jo,Female,(-3.7685;-3.143],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Jo,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Jo,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Jo,Female,(-3.143;-2.1755],(-0.1235;0.4245],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Jo,Female,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Jo,Female,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Jo,Female,(-3.7685;-3.143],(3.0665; Inf],(0.4385;1.086],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Jo,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Jo,Female,(-3.7685;-3.143],[-Inf;-0.1235],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],(1.451; Inf],[-Inf;-0.6605],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Jo,Female,(-3.7685;-3.143],(-0.1235;0.4245],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Jo,Female,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Jo,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Jo,Female,(-3.7685;-3.143],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Jo,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Jo,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Jo,Female,(-3.7685;-3.143],[-Inf;-0.1235],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],(1.451; Inf],[-Inf;-0.6605],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Jo,Female,(-3.7685;-3.143],(0.4245;0.7165],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Jo,Female,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Jo,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Jo,Female,(-3.7685;-3.143],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Jo,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Jo,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Jo,Female,[-Inf;-4.5165],(2.215;3.0665],(0.4385;1.086],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Jo,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Kate,Female,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(0.4665; Inf],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Kate,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hAd
Kate,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Kate,Female,(-3.7685;-3.143],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Kate,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Kate,Female,(-3.7685;-3.143],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Kate,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Kate,Female,(-3.7685;-3.143],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(0.4665; Inf],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Kate,Female,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(1.4965; Inf],(0.4995; Inf],(1.451; Inf],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Kate,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Kate,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.8405;1.4965],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Kate,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Kate,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Kate,Female,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(0.4665; Inf],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Kate,Female,(-3.7685;-3.143],(0.4245;0.7165],[-Inf;0.4385],(1.4965; Inf],(0.4995; Inf],(1.451; Inf],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Kate,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Kate,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Kate,Female,(-3.7685;-3.143],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Kate,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.8405;1.4965],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Kate,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],(0.2025; Inf],[-Inf; Inf],hud
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Kate,Female,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(0.4665; Inf],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Kate,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hAd
Kate,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Kate,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Kate,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.8405;1.4965],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Kate,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hUd
Kate,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Kate,Female,(-4.5165;-3.7685],(-0.1235;0.4245],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(0.4665; Inf],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Kate,Female,(-3.7685;-3.143],(0.4245;0.7165],[-Inf;0.4385],(1.4965; Inf],(0.4995; Inf],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Kate,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hAd
Kate,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Kate,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.8405;1.4965],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Kate,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
