a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,class
1,0,(0.19028; Inf],(0.74685; Inf],[-Inf;0.04144],(0.82509; Inf],[-Inf;0.029375],(-0.983575;-0.000375],(0.150145;0.840605],(-0.755855;0.591395],(0.24815;0.9991],(0.001845;0.97929],(0.01567;0.35474],(-0.554585;0.652535],(0.239955;0.99914],(0.00143;0.96841],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(-1.5e-05;0.07206],(-0.0014;0.00133],(-0.909295;-0.0092],(-0.987455;0.89747],(0.998475; Inf],(-0.98148;-0.015995],(0.999945; Inf],[-Inf;-0.936175],(0.997; Inf],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(0.0054;0.95098],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.995175; Inf],(0.00101;0.82509],(0.029375;0.999995],(-0.983575;-0.000375],(0.840605;0.995785],(-0.755855;0.591395],(0.24815;0.9991],(-0.56293;-0.00027],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(-0.917595;-0.00197],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(-0.96798;-0.0014],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(-0.98148;-0.015995],[-Inf;0.52812],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(-0.916855;-3e-05],g
0,0,[-Inf;0.19028],(0.74685; Inf],(0.995175; Inf],[-Inf;-0.79531],[-Inf;0.029375],(-0.000375;0.000985],(-0.036395;0.011975],(-0.755855;0.591395],(0.9991; Inf],[-Inf;-0.56293],(0.998725; Inf],(0.969725; Inf],(-0.0283;0.239955],(-0.00197;0.00143],(0.99764; Inf],[-Inf;-0.805795],(-0.02814;0.12183],(-0.94476;0.975495],(-1.5e-05;0.07206],(-0.0014;0.00133],(0.999665; Inf],(0.89747; Inf],[-Inf;-0.87839],(0.80245; Inf],(0.999945; Inf],[-Inf;-0.936175],[-Inf;-0.91183],(0.930305; Inf],[-Inf;-0.84848],[-Inf;-0.96064],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(-0.584505;-0.00017],(0.04144;0.995175],(-0.79531;-0.000715],(0.029375;0.999995],(-0.983575;-0.000375],(0.150145;0.840605],(-0.755855;0.591395],(0.24815;0.9991],(-0.56293;-0.00027],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(-0.917595;-0.00197],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(-0.96798;-0.0014],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(-0.98148;-0.015995],[-Inf;0.52812],(-0.936175;0.86022],(-0.91183;-9e-05],(-0.91428;0.930305],(-0.14647;0.132415],(-0.96064;0.87076],(-0.959515;-4e-05],(-0.916855;-3e-05],g
1,0,[-Inf;0.19028],[-Inf;-0.584505],[-Inf;0.04144],(0.82509; Inf],(0.999995; Inf],[-Inf;-0.983575],(0.995785; Inf],(-0.755855;0.591395],(-0.01058;0.00676],(-0.00027;0.001845],(0.01567;0.35474],[-Inf;-0.554585],(0.99914; Inf],(0.96841; Inf],(-0.05415;0.29257],(-0.805795;0.99361],(0.998845; Inf],(0.975495; Inf],(0.99888; Inf],(0.923655; Inf],(-0.0092;0.199055],(-0.987455;0.89747],(-0.87839;-0.00017],(0.80245; Inf],[-Inf;0.52812],[-Inf;-0.936175],(0.997; Inf],[-Inf;-0.91428],(0.132415;0.99556],[-Inf;-0.96064],(0.0002;0.994855],(0.95098; Inf],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.04144;0.995175],(0.00101;0.82509],(0.029375;0.999995],(0.000985;0.994515],(-0.704705;-0.036395],(0.591395;0.9891],(-0.91576;-0.01058],(0.001845;0.97929],(-0.96941;-0.19553],(-0.554585;0.652535],(-0.98825;-0.0283],(-0.917595;-0.00197],(-0.955715;-0.05415],(-0.805795;0.99361],(-0.607565;-0.02814],(-0.94476;0.975495],(0.07206;0.99888],(-0.96798;-0.0014],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(-0.98148;-0.015995],(0.52812;0.999945],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(-0.959515;-4e-05],(0.0054;0.95098],g
1,0,(0.19028; Inf],(0.74685; Inf],[-Inf;0.04144],(-0.000715;0.00101],(0.999995; Inf],[-Inf;-0.983575],[-Inf;-0.704705],[-Inf;-0.755855],(0.9991; Inf],(0.97929; Inf],(0.998725; Inf],[-Inf;-0.554585],(-0.0283;0.239955],(-0.00197;0.00143],(0.99764; Inf],[-Inf;-0.805795],(0.998845; Inf],(0.975495; Inf],(-1.5e-05;0.07206],(-0.0014;0.00133],(0.999665; Inf],[-Inf;-0.987455],[-Inf;-0.87839],[-Inf;-0.98148],(0.999945; Inf],(0.86022; Inf],[-Inf;-0.91183],(0.930305; Inf],[-Inf;-0.84848],(0.87076; Inf],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.995175; Inf],(0.82509; Inf],(0.029375;0.999995],(0.994515; Inf],(-0.704705;-0.036395],(0.9891; Inf],[-Inf;-0.91576],(0.97929; Inf],(-0.19553;0.01567],(0.969725; Inf],[-Inf;-0.98825],(0.96841; Inf],[-Inf;-0.955715],(-0.805795;0.99361],[-Inf;-0.989535],(-0.94476;0.975495],[-Inf;-0.945215],(-0.96798;-0.0014],[-Inf;-0.909295],(-0.987455;0.89747],(-0.87839;-0.00017],[-Inf;-0.98148],[-Inf;0.52812],[-Inf;-0.936175],(0.997; Inf],[-Inf;-0.91428],(-0.14647;0.132415],[-Inf;-0.96064],(0.994855; Inf],(-0.916855;-3e-05],g
1,0,(0.19028; Inf],(0.007075;0.74685],(0.995175; Inf],(0.00101;0.82509],(0.999995; Inf],(0.000985;0.994515],(0.995785; Inf],(-0.755855;0.591395],(0.9991; Inf],(0.001845;0.97929],(0.998725; Inf],(-0.554585;0.652535],(0.99914; Inf],(0.00143;0.96841],(-0.955715;-0.05415],(0.99361; Inf],(0.998845; Inf],(-0.94476;0.975495],(0.99888; Inf],(0.00133;0.923655],(0.999665; Inf],(0.89747; Inf],(0.998475; Inf],(0.80245; Inf],(0.999945; Inf],(0.86022; Inf],(0.997; Inf],(-0.91428;0.930305],(0.99556; Inf],(0.87076; Inf],(0.994855; Inf],(0.95098; Inf],g
0,0,[-Inf;0.19028],[-Inf;-0.584505],[-Inf;0.04144],(-0.000715;0.00101],[-Inf;0.029375],(-0.000375;0.000985],(-0.036395;0.011975],(-0.755855;0.591395],(-0.01058;0.00676],(-0.00027;0.001845],(-0.19553;0.01567],(-0.554585;0.652535],(0.99914; Inf],[-Inf;-0.917595],(-0.05415;0.29257],(-0.805795;0.99361],[-Inf;-0.989535],[-Inf;-0.94476],(-1.5e-05;0.07206],(-0.0014;0.00133],(0.999665; Inf],(0.89747; Inf],(0.998475; Inf],[-Inf;-0.98148],(0.999945; Inf],[-Inf;-0.936175],(-9e-05;0.06779],(-0.91428;0.930305],(-0.14647;0.132415],(-0.96064;0.87076],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(-0.584505;-0.00017],(0.04144;0.995175],(-0.79531;-0.000715],[-Inf;0.029375],(-0.983575;-0.000375],(0.150145;0.840605],(-0.755855;0.591395],(0.24815;0.9991],(-0.56293;-0.00027],(0.01567;0.35474],(-0.554585;0.652535],(-0.0283;0.239955],(-0.917595;-0.00197],(-0.05415;0.29257],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(-0.96798;-0.0014],(-0.0092;0.199055],(-0.987455;0.89747],(-0.00017;0.08722],(-0.98148;-0.015995],[-Inf;0.52812],(-0.936175;0.86022],(-0.91183;-9e-05],(-0.91428;0.930305],(-0.14647;0.132415],(-0.96064;0.87076],(0.0002;0.994855],(-0.916855;-3e-05],g
1,0,[-Inf;0.19028],(-0.00017;0.007075],[-Inf;0.04144],(-0.000715;0.00101],[-Inf;0.029375],(-0.000375;0.000985],(-0.036395;0.011975],(-0.755855;0.591395],(0.9991; Inf],(-0.56293;-0.00027],(0.01567;0.35474],(-0.554585;0.652535],(-0.0283;0.239955],(-0.00197;0.00143],(-0.05415;0.29257],(-0.805795;0.99361],(-0.02814;0.12183],(-0.94476;0.975495],(-0.945215;-1.5e-05],(-0.96798;-0.0014],(-0.909295;-0.0092],(0.89747; Inf],[-Inf;-0.87839],(0.019285;0.80245],[-Inf;0.52812],(-0.936175;0.86022],(-0.91183;-9e-05],[-Inf;-0.91428],(-0.14647;0.132415],(-0.96064;0.87076],(-0.959515;-4e-05],[-Inf;-0.916855],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.04144;0.995175],(0.00101;0.82509],(0.029375;0.999995],(0.000985;0.994515],(0.840605;0.995785],(-0.755855;0.591395],(0.24815;0.9991],(0.001845;0.97929],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(0.00143;0.96841],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(0.00133;0.923655],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(0.019285;0.80245],[-Inf;0.52812],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(0.0054;0.95098],g
1,0,(0.19028; Inf],(-0.584505;-0.00017],[-Inf;0.04144],[-Inf;-0.79531],[-Inf;0.029375],[-Inf;-0.983575],(0.995785; Inf],(-0.755855;0.591395],(0.24815;0.9991],(0.001845;0.97929],[-Inf;-0.96941],[-Inf;-0.554585],[-Inf;-0.98825],(0.96841; Inf],(0.29257;0.99764],(0.99361; Inf],(0.998845; Inf],(0.975495; Inf],(0.07206;0.99888],[-Inf;-0.96798],[-Inf;-0.909295],[-Inf;-0.987455],(0.08722;0.998475],(0.019285;0.80245],(0.999945; Inf],(0.86022; Inf],(0.997; Inf],(-0.91428;0.930305],[-Inf;-0.84848],(-0.96064;0.87076],[-Inf;-0.959515],(0.0054;0.95098],b
1,0,(0.19028; Inf],(-0.584505;-0.00017],(0.04144;0.995175],(0.00101;0.82509],(0.029375;0.999995],(-0.983575;-0.000375],(0.840605;0.995785],(-0.755855;0.591395],(0.24815;0.9991],(0.001845;0.97929],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(0.00143;0.96841],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(0.00133;0.923655],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(-0.98148;-0.015995],(0.52812;0.999945],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(-0.916855;-3e-05],g
1,0,(0.19028; Inf],[-Inf;-0.584505],(0.995175; Inf],(0.82509; Inf],(0.999995; Inf],(0.994515; Inf],(0.995785; Inf],(-0.755855;0.591395],(0.9991; Inf],(0.97929; Inf],(0.998725; Inf],(0.969725; Inf],(0.99914; Inf],(0.96841; Inf],(-0.05415;0.29257],(-0.805795;0.99361],(0.998845; Inf],(0.975495; Inf],(0.99888; Inf],(0.923655; Inf],(0.999665; Inf],[-Inf;-0.987455],(0.998475; Inf],(0.80245; Inf],(0.999945; Inf],(-0.936175;0.86022],(0.997; Inf],(-0.91428;0.930305],(-0.84848;-0.14647],(0.87076; Inf],(0.994855; Inf],(0.95098; Inf],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.995175; Inf],(-0.79531;-0.000715],(0.999995; Inf],(-0.983575;-0.000375],(0.995785; Inf],(-0.755855;0.591395],(0.9991; Inf],(0.001845;0.97929],(0.35474;0.998725],(-0.554585;0.652535],(0.99914; Inf],(0.00143;0.96841],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(0.00133;0.923655],(0.199055;0.999665],(-0.987455;0.89747],(0.998475; Inf],(-0.015995;-0.0007],(0.52812;0.999945],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.99556; Inf],(-0.96064;0.87076],(0.0002;0.994855],(-0.916855;-3e-05],g
1,0,(0.19028; Inf],[-Inf;-0.584505],[-Inf;0.04144],[-Inf;-0.79531],[-Inf;0.029375],(0.994515; Inf],(0.995785; Inf],(0.591395;0.9891],(0.24815;0.9991],(-0.56293;-0.00027],[-Inf;-0.96941],[-Inf;-0.554585],(-0.98825;-0.0283],(0.96841; Inf],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(-0.945215;-1.5e-05],(-0.96798;-0.0014],(-0.909295;-0.0092],(-0.987455;0.89747],(-0.00017;0.08722],(0.019285;0.80245],[-Inf;0.52812],(-0.936175;0.86022],(-0.91183;-9e-05],(-0.91428;0.930305],(-0.14647;0.132415],(-0.96064;0.87076],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.04144;0.995175],(-0.79531;-0.000715],(0.999995; Inf],(-0.983575;-0.000375],(0.840605;0.995785],(-0.755855;0.591395],(0.24815;0.9991],(0.001845;0.97929],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(0.00143;0.96841],(0.99764; Inf],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.99888; Inf],(0.00133;0.923655],(0.199055;0.999665],(-0.987455;0.89747],(0.998475; Inf],(-0.98148;-0.015995],(0.999945; Inf],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.99556; Inf],(-0.96064;0.87076],(0.994855; Inf],(-0.916855;-3e-05],g
0,0,[-Inf;0.19028],(-0.00017;0.007075],[-Inf;0.04144],(-0.000715;0.00101],[-Inf;0.029375],(-0.000375;0.000985],(-0.036395;0.011975],(-0.755855;0.591395],(-0.01058;0.00676],(-0.00027;0.001845],(0.998725; Inf],(0.969725; Inf],(0.99914; Inf],(0.96841; Inf],(0.99764; Inf],[-Inf;-0.805795],(-0.02814;0.12183],(-0.94476;0.975495],(0.99888; Inf],(0.923655; Inf],(0.999665; Inf],[-Inf;-0.987455],(0.998475; Inf],(0.80245; Inf],(0.999945; Inf],(-0.936175;0.86022],(0.997; Inf],(0.930305; Inf],(0.99556; Inf],[-Inf;-0.96064],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(-0.584505;-0.00017],(0.995175; Inf],(-0.79531;-0.000715],(0.029375;0.999995],(-0.983575;-0.000375],(0.995785; Inf],(-0.755855;0.591395],(0.24815;0.9991],(-0.56293;-0.00027],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(-0.917595;-0.00197],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(-0.96798;-0.0014],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(-0.98148;-0.015995],[-Inf;0.52812],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(-0.916855;-3e-05],g
1,0,[-Inf;0.19028],(-0.00017;0.007075],[-Inf;0.04144],(-0.000715;0.00101],[-Inf;0.029375],(-0.000375;0.000985],[-Inf;-0.704705],[-Inf;-0.755855],(-0.01058;0.00676],(-0.00027;0.001845],(0.998725; Inf],[-Inf;-0.554585],(-0.0283;0.239955],(-0.00197;0.00143],[-Inf;-0.955715],[-Inf;-0.805795],[-Inf;-0.989535],[-Inf;-0.94476],(0.99888; Inf],[-Inf;-0.96798],(-0.909295;-0.0092],[-Inf;-0.987455],(0.998475; Inf],(0.80245; Inf],[-Inf;0.52812],(-0.936175;0.86022],(0.997; Inf],[-Inf;-0.91428],(-0.14647;0.132415],(0.87076; Inf],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.04144;0.995175],(-0.79531;-0.000715],(0.029375;0.999995],(-0.000375;0.000985],(0.995785; Inf],(-0.755855;0.591395],(0.24815;0.9991],(-0.00027;0.001845],(0.998725; Inf],(-0.554585;0.652535],(0.239955;0.99914],(-0.917595;-0.00197],(0.99764; Inf],(-0.805795;0.99361],(0.998845; Inf],(-0.94476;0.975495],(0.07206;0.99888],(0.00133;0.923655],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(0.019285;0.80245],(0.52812;0.999945],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(0.0054;0.95098],g
1,0,(0.19028; Inf],(-0.584505;-0.00017],(0.04144;0.995175],(0.00101;0.82509],(0.029375;0.999995],(0.000985;0.994515],(0.840605;0.995785],(-0.755855;0.591395],(0.24815;0.9991],(-0.56293;-0.00027],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(0.00143;0.96841],(0.99764; Inf],(-0.805795;0.99361],(0.998845; Inf],(-0.94476;0.975495],(0.07206;0.99888],(0.00133;0.923655],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(0.019285;0.80245],(0.52812;0.999945],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(0.0054;0.95098],g
1,0,[-Inf;0.19028],(0.74685; Inf],[-Inf;0.04144],(0.00101;0.82509],(0.029375;0.999995],(0.994515; Inf],[-Inf;-0.704705],(0.9891; Inf],[-Inf;-0.91576],[-Inf;-0.56293],(0.998725; Inf],(0.969725; Inf],[-Inf;-0.98825],(-0.917595;-0.00197],(-0.05415;0.29257],[-Inf;-0.805795],(0.998845; Inf],(0.975495; Inf],(-0.945215;-1.5e-05],[-Inf;-0.96798],[-Inf;-0.909295],[-Inf;-0.987455],(0.998475; Inf],[-Inf;-0.98148],[-Inf;0.52812],(-0.936175;0.86022],(0.997; Inf],[-Inf;-0.91428],[-Inf;-0.84848],(-0.96064;0.87076],(0.0002;0.994855],(0.95098; Inf],b
1,0,(0.19028; Inf],(-0.584505;-0.00017],(0.04144;0.995175],(0.00101;0.82509],(0.029375;0.999995],(0.000985;0.994515],(0.150145;0.840605],(-0.755855;0.591395],(0.24815;0.9991],(-0.00027;0.001845],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(0.00143;0.96841],(0.29257;0.99764],(-0.805795;0.99361],(0.998845; Inf],(-0.94476;0.975495],(0.07206;0.99888],(0.00133;0.923655],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(0.019285;0.80245],(0.52812;0.999945],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(0.0054;0.95098],g
1,0,[-Inf;0.19028],(-0.584505;-0.00017],[-Inf;0.04144],(-0.000715;0.00101],[-Inf;0.029375],(0.994515; Inf],(-0.036395;0.011975],(-0.755855;0.591395],(-0.01058;0.00676],(-0.00027;0.001845],(-0.19553;0.01567],(-0.554585;0.652535],(-0.0283;0.239955],(-0.00197;0.00143],(-0.05415;0.29257],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(-0.945215;-1.5e-05],(0.00133;0.923655],(-0.909295;-0.0092],(-0.987455;0.89747],(-0.00017;0.08722],(-0.0007;0.019285],[-Inf;0.52812],(-0.936175;0.86022],(-9e-05;0.06779],(-0.91428;0.930305],(-0.14647;0.132415],(-0.96064;0.87076],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.995175; Inf],(0.00101;0.82509],(0.029375;0.999995],(0.000985;0.994515],(0.995785; Inf],(-0.755855;0.591395],(0.9991; Inf],(-0.00027;0.001845],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(0.00143;0.96841],(0.99764; Inf],(-0.805795;0.99361],(0.998845; Inf],(-0.94476;0.975495],(0.07206;0.99888],(-0.96798;-0.0014],(0.999665; Inf],(-0.987455;0.89747],(0.998475; Inf],(-0.98148;-0.015995],(0.999945; Inf],(-0.936175;0.86022],(0.997; Inf],(-0.91428;0.930305],(0.99556; Inf],(-0.96064;0.87076],(0.0002;0.994855],(0.0054;0.95098],g
0,0,[-Inf;0.19028],[-Inf;-0.584505],(0.995175; Inf],[-Inf;-0.79531],[-Inf;0.029375],(0.994515; Inf],(-0.036395;0.011975],(-0.755855;0.591395],(0.9991; Inf],[-Inf;-0.56293],(0.998725; Inf],[-Inf;-0.554585],(-0.0283;0.239955],(-0.00197;0.00143],(-0.05415;0.29257],(-0.805795;0.99361],(-0.02814;0.12183],(-0.94476;0.975495],[-Inf;-0.945215],(0.923655; Inf],(0.999665; Inf],[-Inf;-0.987455],[-Inf;-0.87839],(0.80245; Inf],(0.999945; Inf],(0.86022; Inf],(-9e-05;0.06779],(-0.91428;0.930305],(0.99556; Inf],(-0.96064;0.87076],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.04144;0.995175],(0.00101;0.82509],(0.029375;0.999995],(0.000985;0.994515],(0.150145;0.840605],(-0.755855;0.591395],(0.24815;0.9991],(-0.56293;-0.00027],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(-0.917595;-0.00197],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(-0.96798;-0.0014],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(-0.98148;-0.015995],[-Inf;0.52812],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(-0.916855;-3e-05],g
1,0,[-Inf;0.19028],[-Inf;-0.584505],[-Inf;0.04144],(-0.000715;0.00101],[-Inf;0.029375],(0.000985;0.994515],[-Inf;-0.704705],(0.9891; Inf],(-0.01058;0.00676],(-0.00027;0.001845],(-0.19553;0.01567],(-0.554585;0.652535],(-0.0283;0.239955],(-0.00197;0.00143],(-0.05415;0.29257],(-0.805795;0.99361],(-0.02814;0.12183],(-0.94476;0.975495],[-Inf;-0.945215],[-Inf;-0.96798],(-0.0092;0.199055],(-0.987455;0.89747],(0.08722;0.998475],(0.019285;0.80245],(0.999945; Inf],(-0.936175;0.86022],(-9e-05;0.06779],(-0.91428;0.930305],(-0.14647;0.132415],(-0.96064;0.87076],(-4e-05;0.0002],(-3e-05;0.0054],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.995175; Inf],(0.00101;0.82509],(0.999995; Inf],(0.000985;0.994515],(0.995785; Inf],(-0.755855;0.591395],(0.24815;0.9991],(-0.56293;-0.00027],(0.998725; Inf],(-0.554585;0.652535],(0.99914; Inf],(-0.00197;0.00143],(0.29257;0.99764],(-0.805795;0.99361],(0.998845; Inf],(-0.94476;0.975495],(0.99888; Inf],(-0.96798;-0.0014],(0.999665; Inf],(-0.987455;0.89747],(0.08722;0.998475],(-0.98148;-0.015995],(0.999945; Inf],(-0.936175;0.86022],(0.997; Inf],(-0.91428;0.930305],(0.99556; Inf],(-0.96064;0.87076],(0.994855; Inf],(-3e-05;0.0054],g
0,0,(0.19028; Inf],(0.74685; Inf],(0.995175; Inf],[-Inf;-0.79531],(0.999995; Inf],(0.994515; Inf],(0.995785; Inf],(0.9891; Inf],(0.9991; Inf],(0.97929; Inf],(0.998725; Inf],[-Inf;-0.554585],(0.99914; Inf],(0.96841; Inf],(0.99764; Inf],[-Inf;-0.805795],(0.998845; Inf],[-Inf;-0.94476],(0.99888; Inf],(0.923655; Inf],(0.999665; Inf],(0.89747; Inf],(0.998475; Inf],[-Inf;-0.98148],(0.999945; Inf],(0.86022; Inf],(0.997; Inf],(0.930305; Inf],(0.99556; Inf],(0.87076; Inf],(0.994855; Inf],(0.95098; Inf],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.04144;0.995175],(0.00101;0.82509],(0.029375;0.999995],(0.000985;0.994515],(-0.704705;-0.036395],(0.591395;0.9891],(-0.91576;-0.01058],(0.001845;0.97929],(-0.96941;-0.19553],(-0.554585;0.652535],(-0.98825;-0.0283],(-0.917595;-0.00197],(-0.955715;-0.05415],(-0.805795;0.99361],(-0.607565;-0.02814],(-0.94476;0.975495],(0.07206;0.99888],(-0.96798;-0.0014],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(-0.98148;-0.015995],(0.52812;0.999945],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(-0.959515;-4e-05],(0.0054;0.95098],g
0,0,(0.19028; Inf],[-Inf;-0.584505],(0.995175; Inf],(0.82509; Inf],(0.999995; Inf],[-Inf;-0.983575],(0.995785; Inf],(0.9891; Inf],(0.9991; Inf],[-Inf;-0.56293],(0.998725; Inf],[-Inf;-0.554585],(0.99914; Inf],[-Inf;-0.917595],(0.99764; Inf],(0.99361; Inf],(0.998845; Inf],(0.975495; Inf],(0.99888; Inf],(0.923655; Inf],(0.999665; Inf],[-Inf;-0.987455],(0.998475; Inf],(0.80245; Inf],(0.999945; Inf],(0.86022; Inf],(0.997; Inf],(0.930305; Inf],(0.99556; Inf],(0.87076; Inf],(0.994855; Inf],[-Inf;-0.916855],b
1,0,(0.19028; Inf],(0.007075;0.74685],(0.04144;0.995175],(0.00101;0.82509],(0.029375;0.999995],(0.000985;0.994515],(0.150145;0.840605],(-0.755855;0.591395],(0.24815;0.9991],(0.001845;0.97929],(0.35474;0.998725],(-0.554585;0.652535],(0.239955;0.99914],(0.00143;0.96841],(0.29257;0.99764],(-0.805795;0.99361],(0.12183;0.998845],(-0.94476;0.975495],(0.07206;0.99888],(0.00133;0.923655],(0.199055;0.999665],(-0.987455;0.89747],(0.08722;0.998475],(0.019285;0.80245],[-Inf;0.52812],(-0.936175;0.86022],(0.06779;0.997],(-0.91428;0.930305],(0.132415;0.99556],(-0.96064;0.87076],(0.0002;0.994855],(0.0054;0.95098],g
0,0,(0.19028; Inf],(0.74685; Inf],(0.995175; Inf],[-Inf;-0.79531],(0.999995; Inf],[-Inf;-0.983575],(0.995785; Inf],(0.9891; Inf],(-0.01058;0.00676],(-0.00027;0.001845],(0.998725; Inf],[-Inf;-0.554585],(-0.0283;0.239955],(-0.00197;0.00143],(-0.05415;0.29257],(-0.805795;0.99361],(-0.02814;0.12183],(-0.94476;0.975495],[-Inf;-0.945215],(0.923655; Inf],(0.999665; Inf],(0.89747; Inf],(-0.00017;0.08722],(-0.0007;0.019285],(0.999945; Inf],(0.86022; Inf],(-9e-05;0.06779],(-0.91428;0.930305],[-Inf;-0.84848],[-Inf;-0.96064],(-4e-05;0.0002],(-3e-05;0.0054],b
